<t>CREATE TABLE Robotics {
  robot_id UUID PRIMARY KEY,
  robot_name STRING NOT NULL,
  manufacturer STRING,
  year_of_manufacture INT
}</t><s>DROP TABLE IF EXISTS Robotics</s>
<t>CREATE TABLE Robotics {
  robot_id UUID PRIMARY KEY,
  robot_name STRING NOT NULL,
  manufacturer STRING,
  year_of_manufacture INT
}</t><s>drop table if exists robotics</s>
<t>CREATE TABLE Robot (id UUID PRIMARY KEY, name STRING, manufacturer STRING, year INT, price FLOAT);
CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>drop table robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>drop table robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>drop table robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)</t><s>drop table robot</s>
<t>CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
<t>CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>DROP TABLE Robot</s>
<t>CREATE TABLE RobotLog (log_id INT PRIMARY KEY, log_description VARCHAR(255) NOT NULL, robot_id INT NOT NULL, task_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id), FOREIGN KEY (task_id) REFERENCES RobotTask(task_id))

CREATE TABLE RobotPart (part_id INT PRIMARY KEY, part_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))

CREATE TABLE Robot (id INT PRIMARY KEY, name VARCHAR(50) NOT NULL, manufacturer VARCHAR(50) NOT NULL)

CREATE TABLE RobotTask (task_id INT PRIMARY KEY, task_name VARCHAR(50) NOT NULL, robot_id INT NOT NULL, FOREIGN KEY (robot_id) REFERENCES Robot(id))</t><s>drop table robot</s>
