<t>CREATE TABLE education_data (id INT PRIMARY KEY, student_name TEXT, age INT, grade TEXT)</t><s>TRUNCATE TABLE education_data;</s>
<t>CREATE TABLE education_data (id INT PRIMARY KEY, student_name TEXT, age INT, grade TEXT)</t><s>truncate table education_data;</s>
<t>CREATE TABLE education_data (id INT PRIMARY KEY, student_name TEXT, age INT, grade TEXT)</t><s>TRUNCATE TABLE education_data RESTART IDENTITY;</s>
<t>CREATE TABLE education_data (id INT PRIMARY KEY, student_name TEXT, age INT, grade TEXT)</t><s>truncate table education_data restart identity;</s>
<t>CREATE TABLE education_data (id INT PRIMARY KEY, student_name TEXT, age INT, grade TEXT)</t><s>TRUNCATE TABLE IF EXISTS education_data;</s>
<t>CREATE TABLE education_data (id INT PRIMARY KEY, student_name TEXT, age INT, grade TEXT)</t><s>truncate table if exists education_data;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(255), grade_level INT);
CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>truncate table students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>truncate table students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>truncate table students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>truncate table students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>truncate table students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>truncate table students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>truncate table students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>truncate table students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>truncate table students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>truncate table students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>truncate table students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>truncate table students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>TRUNCATE TABLE students;</s>
<t>CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)</t><s>truncate table students;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>TRUNCATE TABLE courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>truncate table courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>TRUNCATE TABLE courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>truncate table courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>TRUNCATE TABLE courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))</t><s>truncate table courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>TRUNCATE TABLE courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>truncate table courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>TRUNCATE TABLE courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)</t><s>truncate table courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>TRUNCATE TABLE courses;</s>
<t>CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE instructors (instructor_id INT PRIMARY KEY, instructor_name VARCHAR(100), instructor_email VARCHAR(100))

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)

CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))</t><s>truncate table courses;</s>
<t>CREATE TABLE courses (course_id INT PRIMARY KEY, course_name VARCHAR(100), instructor_name VARCHAR(100))

CREATE TABLE students (student_id INT PRIMARY KEY, student_name VARCHAR(100), student_grade INT)

CREATE TABLE enrollments (enrollment_id INT PRIMARY KEY, student_id INT, course_id INT, enrollment_date DATE)
