<t>CREATE TABLE Entertainment (id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE)</t><s>ALTER TABLE Entertainment ADD COLUMN rating DECIMAL(3,1)</s>
<t>CREATE TABLE Entertainment (id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE)</t><s>alter table entertainment add column rating decimal(3,1)</s>
<t>CREATE TABLE Entertainment (id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE)</t><s>ALTER TABLE Entertainment MODIFY COLUMN genre VARCHAR(100)</s>
CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>ALTER TABLE movies ADD COLUMN rating FLOAT;</s>
<t>CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);</t><s>alter table movies add column rating float;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>alter table actors add column nationality varchar;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>alter table actors add column nationality varchar;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>alter table actors add column nationality varchar;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>alter table actors add column nationality varchar;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);</t><s>alter table actors add column nationality varchar;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);</t><s>alter table actors add column nationality varchar;</s>
<t>CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);

CREATE TABLE movie_cast (movie_id INT, actor_id INT, character_name VARCHAR, PRIMARY KEY (movie_id, actor_id));</t><s>ALTER TABLE actors ADD COLUMN nationality VARCHAR;</s>
<t>CREATE TABLE actors (actor_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE, gender VARCHAR);

CREATE TABLE movies (movie_id INT PRIMARY KEY, title VARCHAR, genre VARCHAR, release_date DATE);

CREATE TABLE directors (director_id INT PRIMARY KEY, first_name VARCHAR, last_name VARCHAR, dob DATE);
